#hg38.knownCanonical.chrom	hg38.knownCanonical.chromStart	hg38.knownCanonical.chromEnd	hg38.kgXref.kgID	hg38.kgXref.geneSymbol
chr1	1311596	1324691	uc001aee.3	CPSF3L
chr1	192636137	192660306	uc001gsk.4	RGS13
chr1	41506364	41918498	uc001cgz.5	HIVEP3
chr1	42456558	42460414	uc001chl.5	PPCS
chr1	41478774	41484671	uc001cgx.4	EDN2
chr1	25834005	25859412	uc001bkw.3	AUNIP
chr1	19215663	19251552	uc001bbo.5	EMC1
chr1	20070207	20091168	uc001bcy.4	PLA2G5
chr1	19074505	19210276	uc001bbi.4	UBR4
chr1	20742660	20786688	uc001bdw.2	HP1BP3
chr1	39084131	39486980	uc057ezw.1	MACF1
chr1	26234201	26278808	uc001bls.3	CEP85
chr1	3454425	3481113	uc001akg.5	ARHGEF16
chr1	3778557	3796504	uc001akx.2	LRRC47
chr1	28259526	28282491	uc001bps.4	SESN2
chr1	27934992	27959157	uc001bpg.4	SMPDL3B
chr1	28236132	28238100	uc001bpq.4	ATPIF1
chr1	28329037	28335967	uc001bpt.5	MED18
chr1	27872567	27886673	uc001bpc.6	THEMIS2
chr1	10032831	10180367	uc001aqr.5	UBE4B
chr1	10636603	10796648	uc001aro.6	CASZ1
chr1	38874550	38881587	uc057ezp.1	GJA9
chr1	40040232	40072649	uc001cey.5	CAP1
chr1	40072704	40097703	uc001cfb.3	PPT1
chr1	1292375	1308018	uc001aeb.3	ACAP3
chr1	1081822	1116098	uc001acu.3	C1orf159
chr1	8945882	8975092	uc001apm.5	CA6
chr1	5862817	5992471	uc001alq.3	NPHP4
chr1	147242683	147295762	uc001epm.6	CHD1L
chr1	145911349	145918837	uc001eny.3	PEX11B
chr1	147186258	147225638	uc001epi.4	FMO5
chr1	145848521	145859080	uc001eoc.2	PIAS3
chr1	147155105	147172544	uc001epe.5	PRKAB2
chr1	26911488	26913966	uc001bnf.4	NR0B2
chr1	26410777	26429722	uc001bmj.4	LIN28A
chr1	48295371	48472173	uc001crr.4	SPATA6
chr1	46277461	46303608	uc001cpn.4	LRRC41
chr1	161706971	161714348	uc001gbd.4	FCRLA
chr1	162790745	162812529	uc001gci.4	HSD17B7
chr1	71063290	71081297	uc001dft.4	ZRANB2
chr1	155689057	155739010	uc001flr.4	DAP3
chr1	156369211	156385219	uc031vbi.2	RHBG
chr1	155913042	155934397	uc001fmi.2	KIAA0907
chr1	160151569	160186977	uc001fve.5	ATP1A4
chr1	156668762	156677397	uc001fpq.4	NES
chr1	156641947	156659528	uc001fpp.4	BCAN
chr1	159712288	159714589	uc001ftw.3	CRP
chr1	156934839	157045370	uc001fqn.3	ARHGEF11
chr1	156061159	156070514	uc001fnc.4	RAB25
chr1	156619293	156625725	uc001fpn.1	HAPLN2
chr1	159587824	159588865	uc001ftv.4	APCS
chr1	157745732	157777122	uc001fre.3	FCRL2
chr1	160215714	160262501	uc010pjb.2	DCAF8
chr1	155859508	155885199	uc001fmg.4	SYT11
chr1	45500052	45513382	uc009vxv.4	MMACHC
chr1	43970003	43973369	uc001ckz.4	DPH2
chr1	45339669	45343975	uc009vxq.4	TOE1
chr1	45584059	45618894	uc001coi.3	NASP
chr1	45329241	45340388	uc001cnm.4	MUTYH
chr1	61742476	62163920	uc001dab.4	INADL
chr1	62236978	62319414	uc001dah.5	KANK4
chr1	62597486	62606159	uc001das.3	ANGPTL3
chr1	11654856	11663327	uc001asl.3	FBXO44
chr1	16231699	16237162	uc001ayd.4	RSG1
chr1	15492269	15524295	uc001awn.5	CASP9
chr1	239629072	239915452	uc001hyp.4	CHRM3
chr1	203178930	203186749	uc001gzi.3	CHI3L1
chr1	203167810	203175813	uc001gzh.2	MYBPH
chr1	204422627	204490424	uc001haw.4	PIK3C2B
chr1	205142504	205211566	uc001hbw.4	DSTYK
chr1	203216078	203229671	uc001gzn.3	CHIT1
chr1	205789092	205813176	uc001hdh.2	SLC41A1
chr1	202193900	202319781	uc001gxu.4	LGR6
chr1	205228175	205273343	uc021pia.2	TMCC2
chr1	22710969	22914270	uc001bge.4	EPHB2
chr1	24643011	24673267	uc001bjm.4	SRRM1
chr1	109603266	109613057	uc001dya.4	GNAT2
chr1	109687819	109693745	uc001dyk.4	GSTM1
chr1	108692322	108701803	uc001dvv.5	PRPF38B
chr1	119794083	119811660	uc001eif.4	REG4
chr1	115048010	115089464	uc001eft.5	TSPAN2
chr1	115029823	115034309	uc001efs.2	TSHB
chr1	109712254	109718266	uc001dyn.4	GSTM5
chr1	109733931	109740516	uc057jbx.1	GSTM3
chr1	114093758	114153919	uc057jph.1	SYT6
chr1	107571159	107965144	uc001dvk.2	VAV3
chr1	111290915	111320557	uc001eas.5	CHIA
chr1	109279556	109283168	uc031ukv.2	PSRC1
chr1	119747995	119768894	uc001eid.4	HMGCS2
chr1	113813810	113871759	uc001eds.4	PTPN22
chr1	109309569	109397951	uc001dxm.3	SORT1
chr1	112508777	112522666	uc001ecb.4	WNT2B
chr1	116910056	116990358	uc001egv.2	PTGFRN
chr1	110401252	110407708	uc057jdz.1	LAMTOR5
chr1	119893532	119896495	uc001eij.4	ADAM30
chr1	119911552	120069626	uc001eik.4	NOTCH2
chr1	117111059	117121728	uc001egz.3	TRIM45
chr1	111139626	111185102	uc001eah.1	CEPT1
chr1	117001811	117036417	uc010oxc.3	CD101
chr1	117143586	117210934	uc001ehb.4	VTCN1
chr1	115285917	115338236	uc001efu.2	NGF
chr1	113894747	113905070	uc001eed.4	AP4B1
chr1	196888013	196918713	uc009wyy.3	CFHR4
chr1	201648248	201826969	uc057oje.1	NAV1
chr1	193122016	193253901	uc001gtb.4	CDC73
chr1	201955490	201970661	uc001gxc.3	TIMM17A
chr1	197268277	197478455	uc001gtz.4	CRB1
chr1	196977555	197009674	uc001gts.5	CFHR5
chr1	30931505	31065698	uc001bsi.2	PUM1
chr1	31790423	31816051	uc001bts.3	SPOCD1
chr1	32775238	32818153	uc001bvy.2	YARS
chr1	33323625	33375593	uc001bxg.2	PHC2
chr1	37692417	37709719	uc001cbs.5	CDCA8
chr1	37566815	37595921	uc001cbk.4	GNL2
chr1	35808171	35857890	uc001bzj.3	AGO4
chr1	59814860	59876378	uc001czo.3	HOOK1
chr1	59893307	59926790	uc001czq.4	CYP2J2
chr1	52056124	52090716	uc001ctk.4	BTF3L4
chr1	52423274	52552982	uc001cty.3	ZCCHC11
chr1	52404563	52420839	uc001ctv.5	PRPF38A
chr1	230702522	230714297	uc001hty.6	AGT
chr1	246945546	247078736	uc057qzn.1	ZNF670-ZNF695
chr1	232983434	233295713	uc001hvl.3	PCNXL2
chr1	233614003	233672512	uc010pxo.1	KCNK1
chr1	229626233	229660199	uc001hts.1	URB2
chr1	231363750	231425044	uc001huv.2	EGLN1
chr1	230747383	230801772	uc001htz.2	CAPN9
chr1	230642491	230693982	uc001htw.4	COG2
chr1	229516581	229558695	uc001htp.4	ABCB10
chr1	232950623	232983882	uc001hvj.2	NTPCR
chr1	229593120	229626047	uc001htq.5	TAF5L
chr1	182381703	182392206	uc001gpd.2	GLUL
chr1	180972724	181022911	uc021pfr.3	STX6
chr1	182646685	182672908	uc001gpn.2	RGS8
chr1	182573633	182589256	uc009wxz.3	RNASEL
chr1	182839368	182887751	uc001gpr.4	DHX9
chr1	180913188	180951614	uc001gok.3	KIAA1614
chr1	179954737	180114880	uc001gnt.4	CEP350
chr1	182792258	182830132	uc057nuk.1	NPL
chr1	184791029	184974550	uc001gra.5	FAM129A
chr1	172441456	172444086	uc021pey.2	PIGC
chr1	183023459	183145592	uc001gpy.4	LAMC1
chr1	173931213	174022297	uc057nkw.1	RC3H1
chr1	219968600	220046658	uc001hly.2	EPRS
chr1	220879399	220885059	uc001hmv.5	HLX
chr1	150067311	150145327	uc001etp.5	VPS45
chr1	206767601	206772494	uc001hen.2	IL10
chr1	215567391	215621807	uc001hks.5	KCTD3
chr1	213051254	213274773	uc010ptr.4	RPS6KC1
chr1	93561790	93847150	uc001dqb.5	BCAR3
chr1	83865027	83999132	uc001djc.4	TTLL7
chr1	93448130	93554659	uc010otk.3	FNBP1L
chr1	88935815	88992921	uc001dmp.3	CCBL2
chr1	88852931	88891618	uc001dmo.5	GTF2B
chr1	91949370	92014421	uc001dol.5	BRDT
chr1	75786200	75795079	uc001dgy.3	RABGGTB
chr1	78620402	78646145	uc010oro.2	IFI44L
chr1	78045901	78138449	uc001dik.4	GIPC2
chr1	94171750	94237565	uc001dqj.5	ARHGAP29
chr1	78649830	78664078	uc001dip.5	IFI44
chr1	75204474	75611084	uc001dgu.4	SLC44A5
chr1	86424085	86456558	uc001dlr.5	CLCA2
chr1	84408229	84415008	uc001dju.2	DNASE2B
chr1	100186918	100249834	uc001dta.4	DBT
chr1	100266206	100292769	uc001dtc.4	RTCA
chr1	206798869	206842981	uc001heo.3	IL19
chr1	9035106	9069716	uc001apo.4	SLC2A5
chr1	8352396	8817465	uc001ape.4	RERE
chr1	2590642	2632990	uc001ajy.3	MMEL1
chr1	1921950	2003837	uc057bjv.1	CFAP74
chr1	3069210	3438621	uc001akf.4	PRDM16
chr1	15456728	15472091	uc001awk.4	CELA2A
chr1	17249097	17284233	uc001bai.4	PADI3
chr1	15247271	15398126	uc001awb.2	FHAD1
chr1	17205125	17246005	uc001bah.2	PADI1
chr1	16124336	16156087	uc001aya.2	EPHA2
chr1	16198103	16212609	uc001ayc.1	ARHGEF19
chr1	15409894	15430343	uc001awh.2	EFHD2
chr1	10474886	10630758	uc001arn.5	PEX14
chr1	10399079	10420144	uc001arc.4	PGD
chr1	24056036	24112175	uc001bin.5	MYOM3
chr1	26279175	26281522	uc001blu.4	SH3BGRL3
chr1	26177402	26189886	uc001blm.5	CNKSR1
chr1	23691778	23696425	uc001bhk.5	RPL11
chr1	24119770	24143121	uc001biq.3	IL22RA1
chr1	26169870	26172060	uc001bll.5	ZNF593
chr1	35713874	35719472	uc001bzh.2	C1orf216
chr1	35433489	35557413	uc001byx.4	KIAA0319L
chr1	36322030	36324154	uc001caj.1	EVA1B
chr1	34177669	34219131	uc001bxt.4	C1orf94
chr1	50417549	50423500	uc010onb.3	DMRTA2
chr1	27355188	27366892	uc057dvi.1	MAP3K6
chr1	27369111	27374824	uc001boa.4	FCN3
chr1	26876132	26890297	uc001bnd.2	GPN2
chr1	27342021	27353932	uc001bnv.3	SYTL1
chr1	27234667	27308244	uc001bno.5	WDTC1
chr1	22001655	22012522	uc001bfl.4	CELA3A
chr1	21440312	21484900	uc001ber.5	NBPF3
chr1	21822244	21937297	uc001bfj.4	HSPG2
chr1	63440772	63523215	uc001dba.3	ITGB3BP
chr1	67407809	67430415	uc001ddy.4	SERBP1
chr1	85266247	85277090	uc021opd.3	BCL10
chr1	85580760	85583962	uc001dle.4	CYR61
chr1	84144270	84238498	uc001djl.4	PRKACB
chr1	77088989	77219426	uc001dhk.4	PIGK
chr1	31576534	31587686	uc001bta.4	TINAGL1
chr1	33081166	33120529	uc001bws.4	AZIN2
chr1	44775436	44778779	uc001cmi.4	RPS8
chr1	44739819	44767767	uc001cmg.5	KIF2C
chr1	43530889	43622357	uc001cjs.4	PTPRF
chr1	44783584	44787705	uc001cmm.4	BEST4
chr1	46607714	46616891	uc001cqf.4	MOB3C
chr1	46799045	46819413	uc001cqm.5	CYP4B1
chr1	54980791	54992293	uc001cyd.3	TMEM61
chr1	53459398	53467488	uc001cvq.2	DMRTB1
chr1	87328467	87348923	uc001dmi.4	LMO4
chr1	109466627	109482137	uc001dxp.4	SYPL2
chr1	90711538	90717237	uc001dns.4	BARHL2
chr1	93079237	93139081	uc009wdj.4	MTF2
chr1	94820349	94895246	uc001dqv.6	SLC44A3
chr1	116574398	116667755	uc057jsm.1	IGSF3
chr1	119619421	119647773	uc001ehy.2	ZNF697
chr1	112396180	112461164	uc001ebx.4	CTTNBP2NL
chr1	110034615	110054641	uc001dza.3	STRIP1
chr1	110517250	110518838	uc001dzt.2	KCNA10
chr1	109399030	109426351	uc001dxn.4	PSMA5
chr1	108712656	108742740	uc001dvx.4	FNDC7
chr1	111473791	111478512	uc001ebe.4	C1orf162
chr1	110873153	110899928	uc001dzx.4	CD53
chr1	110451199	110457354	uc001dzs.4	PROK1
chr1	109250018	109275750	uc001dxa.5	CELSR2
chr1	145891207	145910189	uc001eoa.4	ITGA10
chr1	168085277	168137583	uc001gfd.5	GPR161
chr1	165662215	165698863	uc001gdh.2	ALDH9A1
chr1	169105696	169132722	uc001gfr.2	ATP1B1
chr1	168178932	168202114	uc001gfg.5	TIPRL
chr1	169132530	169367967	uc001gfu.5	NME7
chr1	166839456	166856344	uc001gdt.2	POGK
chr1	167916728	167936040	uc001ges.4	MPC2
chr1	167541012	167553767	uc001gel.4	CREG1
chr1	167936660	168075843	uc001gev.5	DCAF6
chr1	167052835	167090631	uc001gea.2	GPA33
chr1	165400916	165445196	uc001gda.4	RXRG
chr1	168281039	168314426	uc001gfl.5	TBX19
chr1	165827530	165908109	uc021pec.2	UCK2
chr1	165726794	165768902	uc057mzb.1	TMCO1
chr1	168576472	168582077	uc001gfo.2	XCL1
chr1	168540764	168543997	uc001gfn.4	XCL2
chr1	167220828	167427345	uc001gee.3	POU2F1
chr1	166989108	167022214	uc001gdy.3	MAEL
chr1	166908190	166975324	uc001gdx.3	ILDR2
chr1	168695458	168729264	uc001gfp.4	DPT
chr1	165630860	165655620	uc001gdf.4	MGST3
chr1	167809644	167914102	uc001ger.4	ADCY10
chr1	175944830	176207493	uc001gku.3	RFWD2
chr1	161070994	161089599	uc001fxo.3	PVRL4
chr1	161153751	161158856	uc001fyd.5	UFC1
chr1	161166409	161171218	uc001fyg.3	PPOX
chr1	161505429	161518558	uc001gam.4	FCGR2A
chr1	163321934	163355764	uc001gcr.2	NUF2
chr1	163142303	163203113	uc001gcn.4	RGS5
chr1	161314256	161375340	uc001gag.4	SDHC
chr1	161100555	161118111	uc001fxu.4	PFDN2
chr1	161229665	161238302	uc001fzy.4	NR1I3
chr1	161159463	161165714	uc031vci.2	USP21
chr1	197039190	197067267	uc001gtt.1	F13B
chr1	156767499	156800817	uc001fqa.4	PRCC
chr1	157513376	157552520	uc001fqu.3	FCRL5
chr1	156728474	156736949	uc001fpu.4	RRNAD1
chr1	156737304	156741131	uc001fpw.2	MRPL24
chr1	160027672	160031991	uc001fuv.2	PIGM
chr1	160190555	160201886	uc010pja.3	CASQ1
chr1	156721890	156728435	uc001fps.2	ISG20L2
chr1	156699617	156705816	uc021pbi.2	CRABP2
chr1	156742106	156751744	uc001fpy.5	HDGF
chr1	179099326	179229601	uc001gmj.5	ABL2
chr1	180632003	180890251	uc001goi.4	XPR1
chr1	182598622	182604408	uc001gpl.5	RGS16
chr1	179882311	179925000	uc001gnq.5	TOR1AIP1
chr1	179743162	179816198	uc001gnj.3	FAM163A
chr1	185734550	186190949	uc001grq.2	HMCN1
chr1	183636084	183928531	uc001gqm.4	RGL1
chr1	219173843	219212865	uc001hlq.5	LYPLAL1
chr1	197912504	197935478	uc001gui.2	LHX9
chr1	151008476	151035713	uc001ewh.2	PRUNE
chr1	151806956	151831872	uc001ezh.4	RORC
chr1	151540304	151583583	uc001eyl.3	TUFT1
chr1	149923316	149928344	uc001etk.3	SF3B4
chr1	150508084	150513789	uc001eus.4	ECM1
chr1	151282266	151292180	uc001exq.4	ZNF687
chr1	150487416	150507602	uc001euq.5	TARS2
chr1	151511396	151538692	uc009wmw.4	CGN
chr1	151612081	151699091	uc001eyn.2	SNX27
chr1	150926411	150964744	uc001evv.3	SETDB1
chr1	150549368	150560932	uc001eux.5	ADAMTSL4
chr1	150574555	150579590	uc001euz.4	MCL1
chr1	150796207	150808323	uc001evp.3	CTSK
chr1	151340639	151347251	uc001exw.2	RFX5
chr1	151291936	151327657	uc001exr.4	PI4KB
chr1	151198550	151249536	uc001exi.4	PIP5K1A
chr1	150218416	150236156	uc031uya.1	ANP32E
chr1	150996834	151008365	uc001ewg.4	FAM63A
chr1	150982016	150995634	uc001ewa.3	ANXA9
chr1	151364301	151372733	uc001exx.5	SELENBP1
chr1	150965172	150975004	uc001evz.4	CERS2
chr1	150621250	150629596	uc001eve.4	ENSA
chr1	151131684	151146457	uc001ewv.4	SEMA6C
chr1	151759642	151763564	uc001eyv.4	MRPL9
chr1	150809704	150876768	uc001evr.2	ARNT
chr1	151402723	151459465	uc001eyd.2	POGZ
chr1	151047739	151051420	uc001ewn.4	C1orf56
chr1	151762968	151771330	uc010pdl.4	OAZ3
chr1	150698252	150720876	uc001evk.3	HORMAD1
chr1	150646224	150697024	uc001evj.3	GOLPH3L
chr1	151070603	151125542	uc001ewr.3	GABPB2
chr1	209938250	210162326	uc009xcv.5	SYT14
chr1	210678314	211133973	uc001hib.3	KCNH1
chr1	212035576	212105006	uc009xdc.5	DTL
chr1	206635535	206649193	uc001hej.4	DYRK3
chr1	206591641	206612459	uc001heh.4	EIF2D
chr1	211940400	212035542	uc001hiw.3	INTS7
chr1	212950634	212990910	uc001hjw.4	VASH2
chr1	222557901	222589933	uc009xdz.2	TAF1A
chr1	214281232	214337131	uc057pjy.1	SMYD2
chr1	223220820	223364202	uc001hny.5	SUSD4
chr1	221701423	221742176	uc001hmy.3	DUSP10
chr1	222522259	222548103	uc001hnh.2	HHIPL2
chr1	223779898	223845972	uc010pvb.3	TP53BP2
chr1	154327799	154351307	uc001fex.4	ATP8B2
chr1	152348734	152360006	uc001ezw.5	FLG2
chr1	152409242	152414263	uc001ezx.3	CRNN
chr1	155051285	155062758	uc001fgr.3	ADAM15
chr1	153974268	153977688	uc001fds.4	JTB
chr1	153981650	153986352	uc001fdt.3	RAB13
chr1	153390031	153391188	uc001fbs.3	S100A8
chr1	154167464	154192211	uc001fec.3	TPM3
chr1	153992684	154155116	uc001fdw.4	NUP210L
chr1	153658653	153661830	uc001fcq.5	SNAPIN
chr1	153775291	153780157	uc001fcz.3	SLC27A3
chr1	153457743	153460701	uc001fbv.2	S100A7
chr1	154220848	154270852	uc001fep.5	UBAP2L
chr1	153959098	153968184	uc031ppi.1	SLC39A1
chr1	154272510	154275875	uc001fes.5	HAX1
chr1	153967902	153974363	uc001fdn.5	CREB3L4
chr1	155078871	155087538	uc001fhf.3	EFNA3
chr1	154321115	154325325	uc001feu.3	AQP10
chr1	154697454	154870280	uc001ffp.4	KCNN3
chr1	154206705	154220606	uc001fei.3	C1orf43
chr1	153804724	153922975	uc001fdb.5	GATAD2B
chr1	153662035	153671048	uc001fcr.5	ILF2
chr1	155897807	155911404	uc001fmh.3	RIT1
chr1	153728066	153774808	uc001fct.4	INTS3
chr1	155290252	155301434	uc001fkb.5	PKLR
chr1	155277582	155289848	uc001fjz.3	HCN3
chr1	152302174	152325203	uc001ezu.1	FLG
chr1	229431244	229434094	uc001htm.4	ACTA1
chr1	231223762	231241167	uc001hul.4	C1orf131
chr1	230067208	230282124	uc010pwa.2	GALNT2
chr1	230906242	230978838	uc001huf.5	TTC13
chr1	246724046	246768137	uc001ibr.4	SCCPDH
chr1	235661040	235866920	uc001hxj.4	LYST
chr1	233327767	233385148	uc001hvt.4	RP5-862P8.2
chr1	243124427	243255050	uc057qug.1	CEP170
chr1	227734995	227781231	uc001hrf.2	SNAP47
chr1	225777828	225790466	uc001hpg.4	SRP9
chr1	224227333	224330387	uc001hok.4	NVL
chr1	225982701	225999331	uc001hpu.5	SDE2
chr1	224183170	224193441	uc001hoj.4	DEGS1
chr1	224114086	224162047	uc001hoh.3	FBXO28
chr1	228082659	228099212	uc001hrs.3	ARF1
chr1	225936603	225941489	uc001hpt.3	LEFTY2
chr1	224356849	224379452	uc001hom.3	CNIH4
chr1	226631689	226739175	uc010pvo.2	ITPKB
chr1	228139961	228148840	uc021pke.2	GUK1
chr1	226989864	227318474	uc001hqr.4	CDC42BPA
chr1	224616292	224740549	uc001hos.2	CNIH3
chr1	228100730	228103462	uc001hrx.4	C1orf35
chr1	226360690	226408073	uc001hqd.5	PARP1
chr1	226870562	226896102	uc009xeo.2	PSEN2
chr1	225919877	225924259	uc001hpq.5	PYCR2
chr1	225401502	225428855	uc001hoz.4	LBR
chr1	227918655	227947898	uc001hri.3	WNT9A
chr1	225810094	225845559	uc001hpk.4	EPHX1
chr1	204154818	204166322	uc001haq.3	REN
chr1	204073603	204127743	uc001ham.4	SOX13
chr1	204131061	204152003	uc001hao.5	ETNK2
chr1	203026497	203078736	uc057ono.1	PPFIA4
chr1	204218850	204359916	uc001hau.5	PLEKHA6
chr1	202147012	202161581	uc001gxm.3	PTPN7
chr1	202590595	202710417	uc010pqb.3	SYT2
chr1	202133403	202144741	uc001gxk.3	ARL8A
chr1	35268966	35421944	uc001byt.3	ZMYM4
chr1	2476314	2505525	uc057bmp.1	PLCH2
chr1	149782689	149792518	uc001esp.5	FCGR1A
chr1	192158456	192185815	uc001gsg.4	RGS18
chr1	198156962	198322420	uc001gun.5	NEK7
chr1	198523223	198540945	uc001gup.4	ATP6V1G3
chr1	174159516	174958182	uc001gjx.4	RABGAP1L
chr1	95117337	95197607	uc001drb.4	TMEM56
chr1	176861066	177164690	uc001glc.5	ASTN1
chr1	214348695	214551223	uc001hkk.3	PTPN14
chr1	162497842	162529610	uc001gcc.3	UHMK1
chr1	166856509	166876327	uc001gdw.4	TADA1
chr1	66752459	66778787	uc001dcv.4	TCTEX1D1
chr1	66812884	66924887	uc001dcx.5	WDR78
chr1	235328437	235344525	uc001hwv.4	GGPS1
chr1	181033424	181061938	uc001goq.2	MR1
chr1	244851165	244864542	uc001iba.2	HNRNPU
chr1	246839097	246931424	uc001ibv.3	AHCTF1
chr1	247738614	247739559	uc057rav.1	OR14K1
chr1	211382802	211435333	uc001hil.5	LINC00467
chr1	84925582	84996940	uc001dkm.4	MCOLN2
chr1	85318485	85465144	uc057iaf.1	DDAH1
chr1	86914673	87109998	uc010osk.3	HS2ST1
chr1	75918872	75932431	uc001dhe.2	ASB17
chr1	77282050	77559969	uc001dhn.4	AK5
chr1	52350592	52366193	uc001ctq.3	CC2D1B
chr1	222618085	222668012	uc001hnl.4	MIA3
chr1	222928423	223005995	uc057prm.1	DISP1
chr1	228007050	228061260	uc001hrq.3	WNT3A
chr1	228208129	228378874	uc001hsq.2	OBSCN
chr1	228393675	228406840	uc001hss.4	TRIM11
chr1	225486834	225653142	uc001hpc.2	ENAH
chr1	229321004	229342941	uc001htl.4	CCSAP
chr1	89260581	89270863	uc057iek.1	GBP5
chr1	92842166	92961500	uc001dpg.4	FAM69A
chr1	112674420	112700746	uc001ecn.5	MOV10
chr1	112701130	112707434	uc001ecr.2	RHOC
chr1	112709993	112715477	uc001ect.2	PPM1J
chr1	112911846	112956353	uc001ecy.4	SLC16A1
chr1	117953863	118185223	uc001ehk.3	SPAG17
chr1	240091879	240475189	uc010pyd.3	FMN2
chr1	109539871	109547260	uc057izm.1	GPR61
chr1	110059993	110070700	uc001dzb.4	ALX3
chr1	111117334	111140216	uc001ead.5	DRAM2
chr1	99708702	99765793	uc001dsh.1	FRRS1
chr1	100038096	100083377	uc001dst.4	HIAT1
chr1	100083562	100132955	uc001dsu.4	SASS6
chr1	182899864	182953370	uc001gpu.4	SHCBP1L
chr1	183248236	183418602	uc001gqc.3	NMNAT2
chr1	52142093	52346685	uc001cto.5	ZFYVE9
chr1	56854805	56918221	uc001cyo.3	C8A
chr1	186375868	186421378	uc057nzd.1	C1orf27
chr1	53196428	53214197	uc001cvb.4	CPT2
chr1	16440671	16460078	uc001ayo.4	NECAP2
chr1	53242363	53328014	uc001cvi.4	LRP8
chr1	54138994	54153770	uc001cwv.3	CDCP2
chr1	54226631	54406419	uc001cxe.5	SSBP3
chr1	12746214	12763699	uc001auh.4	C1orf158
chr1	2586774	2591468	uc001aju.4	FAM213B
chr1	2556365	2563829	uc001ajr.4	TNFRSF14
chr1	2508532	2526628	uc001ajm.3	PANK4
chr1	2404818	2412571	uc001ajh.4	PEX10
chr1	2391832	2405444	uc001aje.3	RER1
chr1	2228694	2310119	uc001aja.5	SKI
chr1	25543579	25568886	uc001bkl.5	LDLRAP1
chr1	25959766	25998157	uc001bld.4	PAFAH2
chr1	26021779	26036464	uc001blf.4	EXTL1
chr1	26038021	26046133	uc001blg.2	SLC30A2
chr1	26051303	26067633	uc001bli.3	TRIM63
chr1	24319321	24355318	uc001bix.3	GRHL3
chr1	26282283	26318363	uc057dqd.1	UBXN11
chr1	3625001	3630127	uc001akm.4	TPRG1L
chr1	27959461	27968096	uc001bph.2	XKR8
chr1	27970343	28088696	uc001bpi.3	EYA3
chr1	27404225	27490158	uc057dvq.1	WASF2
chr1	27005019	27012836	uc010ofj.3	FAM46B
chr1	6206175	6221299	uc001amg.4	RNF207
chr1	6247345	6260975	uc001amp.2	GPR153
chr1	38885806	38941784	uc001ccu.1	RHBDL2
chr1	158179946	158184896	uc001frr.4	CD1D
chr1	158254136	158258269	uc001frt.4	CD1A
chr1	158289785	158293630	uc001fru.4	CD1C
chr1	158327950	158331531	uc001frx.4	CD1B
chr1	158353749	158356948	uc001fse.4	CD1E
chr1	204403386	204411791	uc001hav.5	PPP1R15B
chr1	159918106	159925732	uc001fun.3	TAGLN2
chr1	205607942	205631962	uc001hcy.3	ELK4
chr1	159826749	159837249	uc001fue.5	SLAMF8
chr1	205657850	205680459	uc001hda.2	SLC45A3
chr1	159780931	159782543	uc001fua.2	DUSP23
chr1	19643408	19658456	uc031plk.1	NBL1
chr1	19665286	19679562	uc001bcl.5	HTR6
chr1	160945024	160954799	uc001fxd.4	ITLN2
chr1	160995210	161021348	uc009wtt.4	F11R
chr1	161039250	161045977	uc001fxi.5	USF1
chr1	20139325	20150386	uc009vpp.2	PLA2G2F
chr1	161118100	161121067	uc001fxv.3	NIT1
chr1	161120976	161132688	uc001fyb.5	DEDD
chr1	20290918	20354263	uc057cyt.1	VWA5B1
chr1	20588947	20618908	uc001bdk.4	CDA
chr1	20633454	20651511	uc001bdm.3	PINK1
chr1	161171310	161177968	uc001fyr.3	B4GALT3
chr1	161184307	161199056	uc001fyt.5	ADAMTS4
chr1	161199314	161214395	uc001fyv.4	NDUFS2
chr1	161215296	161219248	uc001fyz.1	FCER1G
chr1	161222291	161223628	uc001fzc.2	APOA2
chr1	161226002	161230607	uc001fzd.5	TOMM40L
chr1	161304734	161309972	uc001gaf.4	MPZ
chr1	64470791	64693058	uc001dbo.2	CACHD1
chr1	28887090	29120046	uc001brm.2	EPB41
chr1	149903317	149917882	uc001etg.4	SV2A
chr1	201386892	201399309	uc284muc.1	LAD1
chr1	201408863	201429866	uc057oic.1	TNNI1
chr1	201483529	201509456	uc001gws.4	CSRP1
chr1	22643629	22648110	uc001bgc.5	C1QC
chr1	150282542	150287093	uc001euh.4	CIART
chr1	43991607	43996528	uc001clj.4	CCDC24
chr1	17308196	17364004	uc001baj.3	PADI4
chr1	202940822	202958389	uc001gyq.7	ADIPOR1
chr1	202961868	202967280	uc001gyt.3	CYB5R1
chr1	151254702	151267479	uc001exl.4	PSMD4
chr1	16985957	17011772	uc001baa.3	ATP13A2
chr1	151399533	151401944	uc001eyc.2	PSMB4
chr1	203305535	203309602	uc001gzq.4	BTG2
chr1	151702404	151716814	uc001eys.3	CELF3
chr1	18871431	18902781	uc001bbc.4	ALDH4A1
chr1	151873583	151909808	uc001ezj.3	THEM4
chr1	152106316	152115454	uc001ezp.3	TCHH
chr1	152686122	152687401	uc001fai.4	LCE2B
chr1	43383968	43389808	uc001cjg.6	MED8
chr1	153149581	153150869	uc009wod.3	SPRR2G
chr1	153297861	153310718	uc001fbn.1	PGLYRP3
chr1	45620110	45624057	uc010olt.3	CCDC17
chr1	45627305	45686630	uc001coq.4	GPBP1L1
chr1	45687213	45694443	uc001cor.2	TMEM69
chr1	46675158	46719064	uc001cqk.4	EFCAB14
